"","Date","High_etc","Low_etc","High_btc","Low_btc","High_xrp","Low_xrp","High_doge","Low_doge","High_eth","Low_eth"
"302","07/24/2020",6.4376,6.2387,9612.7,9536.2,0.20817,0.20367,0.003265,0.003197,284.35,279.33
"303","07/23/2020",6.4438,6.3466,9599.8,9545,0.2085,0.206,0.003308,0.003206,275.31,272.16
"304","07/22/2020",6.3956,6.3221,9522.9,9470.7,0.20527,0.20245,0.003332,0.00326,265.51,262.57
"305","07/21/2020",6.1904,6.1452,9389,9353.7,0.1995,0.1982,0.003305,0.003225,245.66,243.51
"306","07/20/2020",6.0776,6.0162,9194.6,9155.1,0.19639,0.19399,0.003311,0.003198,237.5,235.67
"307","07/19/2020",6.1129,6.0732,9218.4,9177,0.20008,0.19843,0.003437,0.003372,239.71,237.8
"308","07/18/2020",6.0867,5.9966,9179.7,9144.6,0.20198,0.19708,0.003764,0.003444,236.29,234.77
"309","07/17/2020",6.0423,5.9552,9167,9128.1,0.19527,0.19403,0.003654,0.003018,233.36,232.4
"310","07/16/2020",6.0502,5.9864,9141.4,9107.6,0.19475,0.19249,0.0031,0.00298,234.44,232.8
"311","07/15/2020",6.2668,6.1865,9224.2,9183,0.19752,0.1961,0.003097,0.003018,239.47,237.98
"312","07/14/2020",6.3606,6.2855,9270.2,9240.2,0.19974,0.1986,0.003294,0.003187,241.36,239.75
"313","07/13/2020",6.3035,6.2325,9245.6,9219,0.19871,0.19683,0.003173,0.00311,240.21,238.52
"314","07/12/2020",6.4722,6.3993,9319.9,9270.1,0.20161,0.19903,0.003644,0.003439,243.55,241.25
"315","07/11/2020",6.5624,6.5036,9286,9232,0.20312,0.20113,0.003846,0.003724,241.37,239.09
"316","07/10/2020",6.5815,6.3778,9295.5,9261.6,0.2046,0.19874,0.003653,0.003493,241.64,240.25
"317","07/09/2020",6.6476,6.4468,9239.6,9206.5,0.20264,0.19912,0.004332,0.00397,242.17,239.99
"318","07/08/2020",6.6378,6.4171,9434.5,9361.3,0.20544,0.1981,0.005029,0.004077,246.96,243.33
"319","07/07/2020",6.3859,6.1222,9319.9,9233.1,0.1998,0.18402,0.005425,0.003051,242.28,238
"320","07/06/2020",6.1499,6.0218,9371.2,9266.3,0.18957,0.18719,0.002796,0.002601,243.43,238.17
"321","07/05/2020",5.6983,5.6471,9114.1,9063.2,0.17751,0.17645,0.002309,0.002295,228.64,227.1
"322","07/04/2020",5.718,5.678,9149.6,9114,0.17876,0.17646,0.002313,0.002305,229.8,227.81
"323","07/03/2020",5.7149,5.638,9100,9053,0.17869,0.17604,0.002325,0.002307,226.89,224.8
"324","07/02/2020",5.7819,5.7043,9259.7,9179.5,0.17712,0.17539,0.00234,0.002319,232.04,227.94
"325","07/01/2020",5.7587,5.7043,9259.7,9225.2,0.1771,0.17608,0.002332,0.00232,232.04,230.62
"326","06/30/2020",5.7504,5.6838,9148,9101.1,0.17599,0.17393,0.002315,0.002305,225.93,224.33
"327","06/29/2020",5.8505,5.8058,9199.8,9158.7,0.17756,0.17667,0.00231,0.002301,228.57,226.95
"328","06/28/2020",5.8001,5.7406,9148.6,9097.1,0.1778,0.1764,0.002323,0.00231,226.72,224.29
"329","06/27/2020",5.5943,5.5436,9008.2,8950.2,0.17514,0.17349,0.002362,0.002284,221.04,218.54
"330","06/26/2020",6.0505,6.0024,9179.8,9113.9,0.18332,0.18187,0.00236,0.002348,230.06,228.77
"331","06/25/2020",6.1701,6.0979,9296.5,9194.3,0.18321,0.181,0.002419,0.002392,233.5,231.23
"332","06/24/2020",6.2453,6.0529,9306,9022.6,0.18406,0.17897,0.002426,0.002387,235.29,227.99
"333","06/23/2020",6.4215,6.363,9663.7,9614.8,0.18967,0.18882,0.002485,0.002471,245.91,242.97
"334","06/22/2020",6.41,6.3313,9715.6,9609.3,0.19042,0.18851,0.002492,0.002465,244.67,240.94
"335","06/21/2020",6.2709,6.1982,9395.2,9285.8,0.18814,0.18584,0.002481,0.002438,234.47,227.69
"336","06/20/2020",6.2785,6.2531,9397.7,9349.1,0.1884,0.18749,0.002468,0.002434,230.21,228.75
"337","06/19/2020",6.3586,6.3118,9350.1,9294.2,0.18894,0.18678,0.002462,0.002431,230.96,228.78
"338","06/18/2020",6.2187,6.1482,9390.3,9249.6,0.19002,0.18715,0.002466,0.002424,231.51,226.97
"339","06/17/2020",6.2911,6.2282,9468.8,9403.4,0.1932,0.19139,0.002485,0.002468,234.69,233.07
"340","06/16/2020",6.2565,6.2044,9532.3,9423.8,0.19245,0.19109,0.002488,0.002468,235.64,232.34
"341","06/15/2020",6.3048,6.174,9570.7,9379.3,0.19389,0.19091,0.002505,0.00246,233.66,228.99
"342","06/14/2020",6.4936,6.3792,9474.7,9387.5,0.19248,0.1906,0.002536,0.002497,238.48,234.14
"343","06/13/2020",6.4936,6.4359,9474.7,9428.7,0.19248,0.19163,0.002536,0.002519,238.48,237.39
"344","06/12/2020",6.4098,6.3421,9475.8,9415.5,0.19326,0.19178,0.002525,0.002506,237.92,235.82
"345","06/11/2020",6.3764,6.2128,9391.3,9249.4,0.1919,0.1871,0.002493,0.002441,234.19,228.62
"346","06/10/2020",6.8298,6.7957,9945.2,9871,0.20343,0.20228,0.002593,0.002577,249.77,247.81
"347","06/09/2020",6.7931,6.7676,9805.8,9745,0.20215,0.20108,0.002574,0.002541,244.71,243.49
"348","06/08/2020",6.9204,6.7414,9857.2,9616.6,0.20499,0.20075,0.002592,0.002528,249.45,240.18
"349","06/07/2020",6.8562,6.7912,9770.5,9708.5,0.20355,0.20234,0.00261,0.002577,245.15,243.25
"350","06/06/2020",6.8836,6.8415,9701.9,9637.3,0.20495,0.20332,0.002593,0.002574,244.05,240.63
"351","06/05/2020",6.8594,6.7832,9629.3,9549.5,0.20323,0.20144,0.00259,0.002566,241.36,238.38
"352","06/04/2020",7.0382,6.7887,9686.1,9537.6,0.20713,0.20121,0.00262,0.002551,246.41,238.5
"353","06/03/2020",7.0382,6.9195,9686.1,9617.6,0.20695,0.20353,0.002599,0.002551,246.41,243.31
"354","06/02/2020",7.008,6.8785,9538.1,9483.4,0.20356,0.20125,0.002587,0.00255,238.6,235.43
"355","06/01/2020",7.2361,7.1515,10207.3,10050.4,0.21196,0.20941,0.002652,0.002602,248.75,245.8
"356","05/31/2020",7.4937,7.2286,9695.6,9529.8,0.2076,0.20257,0.002616,0.00255,245.33,235.85
"357","05/30/2020",7.4937,7.2432,9695.6,9567.5,0.2076,0.20257,0.002616,0.002563,245.33,235.85
"358","05/29/2020",7.2411,7.1174,9428.5,9352.7,0.19774,0.19611,0.002546,0.002527,221.75,218.86
"359","05/28/2020",7.2269,6.8583,9596.5,9468.1,0.2028,0.19986,0.002544,0.002514,224.52,220.12
"360","05/27/2020",6.7976,6.7079,9268.8,9168.8,0.19838,0.1967,0.002535,0.002496,208.61,206.36
"361","05/26/2020",6.7682,6.6775,8891,8818.6,0.19509,0.19367,0.002518,0.002467,202.35,200.85
"362","05/25/2020",6.8309,6.6855,8922.9,8836.6,0.19691,0.19446,0.002544,0.002479,204.9,202.85
"363","05/24/2020",6.7165,6.5218,8817.9,8666.1,0.19452,0.19047,0.002521,0.002432,203.14,198.57
"364","05/23/2020",6.7527,6.5366,9229.5,9129.7,0.20045,0.19846,0.002553,0.002537,209.63,206.07
"365","05/22/2020",6.5369,6.4628,9303.2,9169.7,0.20212,0.20031,0.002548,0.002516,211.03,207.35
"366","05/21/2020",6.2027,6.0847,9129.2,8983.7,0.1954,0.19292,0.002525,0.002436,199.9,196.68
"367","05/20/2020",6.525,6.4334,9567.1,9463.1,0.20309,0.20111,0.002526,0.002474,211.58,209.23
"368","05/19/2020",6.6818,6.6282,9788.8,9708.4,0.20549,0.20399,0.002546,0.002537,214.65,212.61
"369","05/18/2020",6.7122,6.5842,9737.8,9524.6,0.2054,0.20119,0.002537,0.002501,215,210.16
"370","05/17/2020",6.9041,6.657,9930.2,9678.9,0.20732,0.20131,0.002581,0.00253,215.99,207.01
"371","05/16/2020",6.7388,6.6484,9570.4,9327.8,0.20111,0.19888,0.002529,0.002512,202.48,199.77
"372","05/15/2020",6.8098,6.4451,9451.9,9233,0.2008,0.19678,0.002526,0.002479,199.68,193.48
"373","05/14/2020",6.3015,6.1056,9819.6,9319.3,0.20455,0.19764,0.002578,0.002504,204.02,197.65
"374","05/13/2020",6.2487,6.1442,9364.5,9265.8,0.20265,0.20074,0.002534,0.002507,200.78,196.91
"375","05/12/2020",6.1775,6.0703,8964.7,8799.1,0.19948,0.19666,0.002502,0.002461,191.38,189.42
"376","05/11/2020",6.075,5.9843,8729.7,8542.8,0.19529,0.19132,0.002448,0.002401,189.12,185.72
"377","05/10/2020",7.0636,5.675,9569.4,8259.3,0.21649,0.18239,0.002604,0.002277,210.19,183.15
"378","05/09/2020",7.0636,5.675,9569.4,8259.3,0.21649,0.18239,0.002604,0.002277,210.19,183.15
"379","05/08/2020",7.2585,7.0943,9910.5,9747.2,0.22117,0.21727,0.002627,0.002581,214.5,209.67
"380","05/07/2020",7.2419,7.0659,10018.2,9845.8,0.22182,0.2174,0.002671,0.002621,216.44,211.21
"381","05/06/2020",7.0742,6.7941,9338.2,9064.8,0.21718,0.21003,0.002547,0.002453,207.92,197.36
"382","05/05/2020",7.2067,7.0635,9038.2,8923.6,0.21886,0.21512,0.002514,0.002446,208.74,202.21
"383","05/04/2020",7.2913,7.2006,8920.7,8831.4,0.21971,0.21723,0.002542,0.002455,208.53,205
"384","05/03/2020",7.2327,6.8711,8926.2,8665.7,0.22042,0.21037,0.002512,0.00243,210.63,202.35
"385","05/02/2020",7.6201,7.4108,9169.9,8935,0.22647,0.22339,0.002592,0.002533,218.74,213.61
"386","05/01/2020",6.6707,6.5928,8858.9,8775.4,0.21833,0.21621,0.002512,0.00245,213.37,211.25
"387","04/30/2020",6.5343,6.4333,8758.1,8621,0.21411,0.21128,0.002481,0.002424,210.29,206.06
"388","04/29/2020",6.9477,6.7096,9187.7,8717.3,0.23455,0.22542,0.002595,0.002488,224.41,214.36
"389","04/28/2020",6.1972,6.1285,7822.6,7729.7,0.21823,0.21386,0.002349,0.002299,199.14,196.45
"390","04/27/2020",6.1018,5.9586,7770.1,7674,0.19751,0.19469,0.002393,0.002297,196.21,192.65
"391","04/26/2020",6.2696,6.1511,7768.4,7676.1,0.19939,0.19619,0.00241,0.002372,198.8,196.69
"392","04/25/2020",5.8965,5.724,7586.4,7527,0.19535,0.1939,0.002189,0.002101,195.32,193.66
"393","04/24/2020",5.625,5.5312,7516.9,7451,0.19367,0.19183,0.002119,0.002064,187.67,186.03
"394","04/23/2020",5.6752,5.5837,7541.5,7474.3,0.19627,0.19241,0.002076,0.002049,189.03,185.19
"395","04/22/2020",5.4544,5.3583,7169.6,7092.2,0.19071,0.18726,0.002016,0.001994,186.5,181.47
"396","04/21/2020",5.2617,5.1571,6879.7,6821.8,0.18464,0.1821,0.001973,0.001942,172.04,169.93
"397","04/20/2020",5.3011,5.16,6907.7,6818.9,0.18511,0.1814,0.002068,0.001954,173.5,169.85
"398","04/19/2020",5.5931,5.4593,7187.7,7086.1,0.19414,0.18846,0.002049,0.002029,184.16,178.9
"399","04/18/2020",5.6669,5.5828,7238,7182.4,0.19612,0.19344,0.00208,0.00203,188.23,184.82
"400","04/17/2020",5.5107,5.3726,7105.9,7031.5,0.19151,0.18866,0.002015,0.001982,173.95,170.61
"401","04/16/2020",5.4945,5.4018,7118.5,7039.7,0.19144,0.18846,0.002021,0.001975,173.14,170.19
"402","04/15/2020",5.0997,4.8683,6663.2,6520.5,0.18058,0.17432,0.001987,0.001877,153.55,148.91
"403","04/14/2020",5.333,5.1969,6903.2,6800.6,0.18764,0.18462,0.001993,0.001952,160.13,155.94
"404","04/13/2020",5.2269,5.1679,6899.5,6807,0.18849,0.1865,0.00197,0.001944,158.35,155.52
"405","04/12/2020",5.3104,5.0391,6920.1,6632.7,0.18941,0.18089,0.002019,0.001865,158.76,150.6
"406","04/11/2020",5.2941,5.1915,6889.8,6805.7,0.18954,0.18706,0.002033,0.00194,159.36,155.75
"407","04/10/2020",5.3169,5.2254,6915.5,6840.6,0.19107,0.18743,0.002031,0.00196,160.36,157.75
"408","04/09/2020",5.9121,5.7085,7294.4,7166.6,0.19873,0.19581,0.002039,0.001987,170.1,163.22
"409","04/08/2020",5.9227,5.7494,7360.7,7268.4,0.20229,0.19839,0.002016,0.002003,173.18,169.87
"410","04/07/2020",5.7511,5.4058,7370.1,7153.1,0.20039,0.19163,0.002046,0.001953,172.85,163.73
"411","04/06/2020",5.7449,5.5042,7440.3,7263.5,0.20459,0.19553,0.002019,0.001962,175.78,167.58
"412","04/05/2020",5.1772,5.0275,6875.8,6770.1,0.1812,0.17931,0.001928,0.001849,144.55,142.55
"413","04/04/2020",5.1819,5.1289,6889.4,6794.5,0.18201,0.18048,0.001901,0.001856,145.26,143.44
"414","04/03/2020",5.1309,5.0451,6785.3,6682.6,0.17993,0.17785,0.001871,0.001837,142.02,139.36
"415","04/02/2020",5.1544,5.0748,6830.2,6727.8,0.17988,0.17784,0.001894,0.001856,142.7,140.42
"416","04/01/2020",5.0743,4.9821,6727,6567.9,0.17648,0.1742,0.001884,0.001843,137.93,135.26
"417","03/31/2020",4.9385,4.8009,6425.5,6273.6,0.1743,0.17181,0.00184,0.001787,133.4,131.27
"418","03/30/2020",5.0116,4.9075,6513.1,6385.6,0.17338,0.17105,0.00189,0.001784,134,131.14
"419","03/29/2020",4.9052,4.8029,6022.8,5872.5,0.16775,0.16256,0.001794,0.001713,127.45,125.02
"420","03/28/2020",4.847,4.777,6258.8,6185.3,0.17651,0.17061,0.001787,0.001772,131.74,129.26
"421","03/27/2020",4.9215,4.7028,6374.3,6085.1,0.17403,0.1667,0.001864,0.001696,132.3,125.48
"422","03/26/2020",5.1977,5.0949,6813.7,6727.8,0.17927,0.17347,0.001875,0.001825,140.99,137.95
"423","03/25/2020",5.0849,5.0004,6772.9,6659.4,0.16296,0.16035,0.001845,0.001815,137.85,135.32
"424","03/24/2020",5.084,4.9449,6744.8,6542.3,0.16356,0.15998,0.001847,0.001809,141.1,135.35
"425","03/23/2020",5.1913,4.9371,6643.2,6462.4,0.16134,0.15822,0.001864,0.001814,136.74,134.39
"426","03/22/2020",4.9531,4.5224,5986.6,5710.8,0.15233,0.14544,0.001782,0.001716,125.95,120.2
"427","03/21/2020",5.1466,4.9681,6359.5,6119,0.161,0.15656,0.00191,0.001765,135.76,130.75
"428","03/20/2020",5.0289,4.8072,6355.5,6080.8,0.16098,0.15449,0.001906,0.001742,137.33,129.92
"429","03/19/2020",5.1702,4.9562,6261.9,6019.6,0.1666,0.15779,0.001848,0.001689,138.58,132.74
"430","03/18/2020",4.6514,4.4816,5404.1,5256,0.14856,0.14445,0.001685,0.001573,119.21,115.61
"431","03/17/2020",4.664,4.5746,5362.5,5220.4,0.14863,0.14627,0.001715,0.00169,117.36,115.24
"432","03/16/2020",4.7816,4.378,5368.9,4946.5,0.15061,0.13994,0.001713,0.001611,120.6,109.67
"433","03/15/2020",5.0586,4.9081,5369.3,5213.4,0.15314,0.14912,0.00172,0.001641,124.38,120.77
"434","03/14/2020",4.6603,4.5487,5277.5,5120.6,0.14729,0.14479,0.001705,0.001644,123.75,120.93
"435","03/13/2020",4.9127,4.6831,5634.9,5343.2,0.15974,0.15397,0.001785,0.001702,134.58,129.72
"436","03/12/2020",4.4259,3.1148,5499,3869.5,0.15093,0.1057,0.001709,0.001291,137.06,88.5
"437","03/11/2020",6.6142,6.2217,7963.1,7605.8,0.20973,0.19857,0.002179,0.002098,195.4,182.95
"438","03/10/2020",6.8849,6.7922,7964.9,7872.8,0.2137,0.21116,0.002221,0.002189,202.96,200.1
"439","03/09/2020",6.9573,6.7547,7966.1,7859.2,0.21002,0.207,0.002231,0.002199,204.6,200.13
"440","03/08/2020",6.7368,6.406,8158.8,8007.4,0.21048,0.20323,0.002211,0.002161,206.62,198.25
"441","03/07/2020",7.8057,7.5125,8888,8712.7,0.23622,0.23021,0.002408,0.002353,237.3,229.75
"442","03/06/2020",8.2205,8.0469,9141.5,9064.5,0.24489,0.24265,0.002497,0.002456,245.85,242.39
"443","03/05/2020",8.2727,8.0746,9079.4,9004.9,0.24138,0.23825,0.002488,0.002457,230.69,227.71
"444","03/04/2020",8.5195,7.8751,8840.3,8702.7,0.23816,0.23215,0.002504,0.00241,228.66,221.74
"445","03/03/2020",8.5195,8.3788,8830,8731.5,0.23625,0.23281,0.002503,0.002428,228.66,222.66
"446","03/02/2020",8.4915,8.236,8911.7,8798,0.2396,0.2355,0.002358,0.002317,232.15,227.76
"447","03/01/2020",7.9226,7.7001,8648,8503.1,0.22986,0.22605,0.002284,0.002251,221.89,216.23
"448","02/29/2020",7.7696,7.3519,8665.6,8532.6,0.23564,0.229,0.002286,0.002204,225.34,216.48
"449","02/28/2020",7.6415,7.4182,8766.9,8668.5,0.2403,0.23594,0.002319,0.002283,232.45,226.79
"450","02/27/2020",7.8383,7.687,8898.7,8789.8,0.24375,0.23812,0.002373,0.002328,234.55,227
"451","02/26/2020",7.7369,7.3395,8804.3,8538.5,0.2306,0.22391,0.002346,0.002298,224.52,210.36
"452","02/25/2020",9.3474,8.5344,9368.1,9125.6,0.25495,0.23564,0.002487,0.002379,250.05,236.8
"453","02/24/2020",9.3925,9.1675,9672.3,9566.7,0.27056,0.26712,0.002591,0.00255,266.17,261.08
"454","02/23/2020",9.7691,9.3405,9981,9663.3,0.28411,0.27241,0.002685,0.002597,276.81,266.08
"455","02/22/2020",9.8374,9.4601,9896.9,9653.4,0.28081,0.27484,0.002667,0.002588,267.9,261.24
"456","02/21/2020",9.7283,9.3881,9706.5,9625,0.27551,0.2716,0.002656,0.002628,266.71,260.75
"457","02/20/2020",9.3447,8.7875,9729.7,9574.5,0.27799,0.2688,0.002679,0.002624,263.69,254.15
"458","02/19/2020",9.0453,8.7914,9653.6,9525.4,0.28145,0.27348,0.002662,0.002603,264.22,257.67
"459","02/18/2020",9.8619,9.572,10177.9,10091.5,0.29851,0.29288,0.002861,0.002811,282.61,277.7
"460","02/17/2020",9.6528,8.7173,9951.5,9589.9,0.29478,0.27037,0.002756,0.002583,261.25,242.11
"461","02/16/2020",9.6528,8.7173,9951.5,9716.8,0.29478,0.27315,0.002756,0.002622,261.25,242.11
"462","02/15/2020",10.9308,10.5074,10056.4,9861.8,0.31879,0.29991,0.002954,0.002878,273.81,258.89
"463","02/14/2020",12.0662,11.8785,10369.8,10223.6,0.34553,0.3325,0.003174,0.003086,287.93,278.59
"464","02/13/2020",12.0672,11.861,10289.8,10183.1,0.3324,0.32079,0.003061,0.00298,269.9,264.84
"465","02/12/2020",12.2869,12.1792,10425.9,10305.1,0.33307,0.30374,0.003171,0.003053,274.21,265.23
"466","02/11/2020",12.3229,11.9339,10312.1,10230.1,0.2882,0.28106,0.003168,0.003041,247.11,236.73
"467","02/10/2020",11.9222,11.6928,9860.4,9725.1,0.27362,0.26764,0.00299,0.002907,223.44,218.22
"468","02/09/2020",11.7329,11.4766,10181.7,10039.8,0.28316,0.27733,0.003304,0.003094,229.28,222.59
"469","02/08/2020",12.1334,11.6938,10115.4,9882.7,0.28143,0.27697,0.003539,0.003159,228.84,223.07
"470","02/07/2020",11.78,11.1289,9826,9673.2,0.27985,0.26479,0.002824,0.002726,224.43,213.75
"471","02/06/2020",12.2628,11.644,9849.3,9749.1,0.28804,0.2811,0.00269,0.002655,220.92,213.14
"472","02/05/2020",13.0564,12.1559,9649.4,9536.1,0.28567,0.27303,0.002619,0.002576,206.51,201.29
"473","02/04/2020",11.5581,11.3346,9237.3,9179.9,0.28038,0.26719,0.002592,0.00249,190.13,188.26
"474","02/03/2020",11.8985,11.5476,9347.5,9262.8,0.25796,0.25026,0.002469,0.002415,191.48,187.13
"475","02/02/2020",12.2051,11.3062,9582.8,9301.6,0.25908,0.2497,0.00249,0.002412,194.92,187.44
"476","02/01/2020",11.5296,11.1606,9383.4,9183.1,0.24132,0.23619,0.002434,0.002371,183.68,179.49
"477","01/31/2020",11.7768,11.2775,9458.8,9342.9,0.24294,0.23894,0.002415,0.002377,184.17,179.36
"478","01/30/2020",12.3201,11.8845,9525,9405.6,0.2444,0.24023,0.00251,0.00242,185.67,182.34
"479","01/29/2020",12.3679,11.7306,9355.1,9209.2,0.23549,0.23123,0.002464,0.002392,174.5,171.2
"480","01/28/2020",11.9843,11.3593,9403.9,9283.5,0.23981,0.23773,0.00249,0.002404,177.42,175.26
"481","01/27/2020",10.9954,10.4239,9126.4,8866.6,0.23576,0.23085,0.00241,0.002354,173.53,170.27
"482","01/26/2020",9.7942,9.1727,8692.5,8608.1,0.23329,0.2283,0.002304,0.002284,169.64,166.54
"483","01/25/2020",8.5008,8.2399,8377.2,8304.9,0.22238,0.21823,0.002251,0.002244,161.76,159.55
"484","01/24/2020",8.6248,8.1332,8447.6,8277.2,0.22259,0.21688,0.002283,0.002252,162.58,157.87
"485","01/23/2020",8.5925,7.8902,8415.5,8286.5,0.22618,0.21802,0.002453,0.002258,163.42,158.12
"486","01/22/2020",9.3765,8.7927,8687.3,8576.8,0.23726,0.23094,0.002487,0.002345,168.25,164.52
"487","01/21/2020",9.2805,8.7507,8751.7,8699.4,0.23863,0.23458,0.002481,0.002357,169.97,167.97
"488","01/20/2020",9.003,8.5395,8692.1,8621.2,0.24175,0.23164,0.002478,0.00246,168.83,165.74
"489","01/19/2020",8.6176,8.256,8733.3,8645.2,0.23637,0.2307,0.002429,0.002413,167.44,164.57
"490","01/18/2020",9.1158,8.2007,9183.7,8893,0.24839,0.24138,0.002524,0.002448,177.77,173.53
"491","01/17/2020",9.7537,8.8974,8982.3,8832.3,0.24193,0.23376,0.002502,0.002476,173.54,168.18
"492","01/16/2020",9.1984,8.1846,8829.1,8675.9,0.23488,0.22672,0.002355,0.002309,167.21,162.33
"493","01/15/2020",8.123,7.3185,8850,8605.8,0.23497,0.22272,0.184558,0.00229,167.18,159.08
"494","01/14/2020",7.8595,6.6434,8891.7,8632.3,0.24313,0.22879,0.002399,0.002328,171.69,161.05
"495","01/13/2020",5.7612,5.4715,8562.1,8112.1,0.21893,0.21133,0.002235,0.002155,150.26,143.59
"496","01/12/2020",5.5844,5.4058,8196.7,8099.4,0.21551,0.21133,0.002224,0.002184,146.87,142.88
"497","01/11/2020",5.6386,5.5006,8110.4,7973.1,0.215,0.20971,0.002212,0.002147,144.44,142
"498","01/10/2020",5.5554,5.3174,8242.3,8107.9,0.21469,0.21063,0.00224,0.002181,145.23,142.95
"499","01/09/2020",5.2045,5.0571,7871.4,7792.9,0.20474,0.2005,0.002159,0.002112,138.19,136.33
"500","01/08/2020",5.1607,4.9305,8065.9,7932.8,0.20871,0.20603,0.002142,0.00213,141.6,139.6
"501","01/07/2020",4.9543,4.8122,8436.4,8150.2,0.21761,0.2119,0.002212,0.002176,147.55,142.95
"502","01/06/2020",5.0763,4.8387,7979.3,7758.9,0.22505,0.2143,0.002213,0.00215,145.13,142.33
"503","01/05/2020",5.0592,4.8652,7583,7366.7,0.19742,0.19428,0.00215,0.002078,139.9,135.17
"504","01/04/2020",4.8868,4.7488,7501,7376.7,0.1954,0.19289,0.002319,0.002301,136.97,134.32
"505","01/03/2020",4.6295,4.5286,7354.5,7291.4,0.19346,0.19196,0.002315,0.002041,134.77,132.95
"506","01/02/2020",4.3567,4.1856,7220.8,6884.1,0.19143,0.18464,0.002012,0.001989,129.79,126.05
"507","01/01/2020",4.5184,4.3893,7209.6,7121.1,0.1931,0.19087,0.002051,0.00201,130.77,128.89
"508","12/31/2019",4.5737,4.4801,7239.7,7180,0.19428,0.19223,0.00205,0.002014,130.92,128.81
"509","12/30/2019",4.7299,4.5664,7284,7228.1,0.19401,0.19255,0.002038,0.002004,132.11,131.18
"510","12/29/2019",4.6146,4.5603,7398,7329.9,0.19674,0.19498,0.002161,0.002099,135.6,133.28
"511","12/28/2019",4.4368,4.3959,7356.8,7303,0.19345,0.19107,0.002163,0.00211,128.44,127.67
"512","12/27/2019",4.6558,4.3853,7293.8,7128.5,0.18994,0.18539,0.00221,0.002067,127.04,123.18
"513","12/26/2019",4.6558,4.4103,7247,7197.2,0.18994,0.18897,0.00221,0.002157,126.73,125.31
"514","12/25/2019",4.1148,4.0369,7238,7197.4,0.18921,0.18761,0.002209,0.002196,125.74,124.7
"515","12/24/2019",4.0599,3.9038,7542.4,7231.7,0.19127,0.18852,0.002247,0.002116,128.17,125.79
"516","12/23/2019",4.0117,3.6253,7348.4,7290.7,0.19214,0.18886,0.002204,0.002114,128.67,127.56
"517","12/22/2019",4.225,4.1457,7624,7496.2,0.1982,0.19624,0.002178,0.002121,134.92,132.2
"518","12/21/2019",4.1779,4.052,7168.9,7143.1,0.19255,0.19046,0.002118,0.002102,128.12,127.09
"519","12/20/2019",4.0827,3.9991,7197.6,7158.5,0.19595,0.19198,0.002138,0.002066,128.79,127.4
"520","12/19/2019",3.7321,3.6891,7178.7,7107.7,0.18799,0.18516,0.002321,0.00219,128.79,126.8
"521","12/18/2019",3.7921,3.6823,7354,7153.8,0.19692,0.18868,0.002253,0.002196,133.9,127.28
"522","12/17/2019",3.5559,3.4563,6711.2,6597.6,0.18833,0.18187,0.00221,0.002186,125.33,121.6
"523","12/16/2019",3.7032,3.6591,6922.9,6879.2,0.2057,0.19171,0.002259,0.002243,132.96,131.37
"524","12/15/2019",3.8098,3.7757,7139.8,7057.8,0.21763,0.2124,0.002282,0.002266,142.75,141.04
"525","12/14/2019",3.802,3.7594,7089.9,7033.8,0.21654,0.21505,0.002299,0.002282,142.14,140.3
"526","12/13/2019",3.8677,3.8528,7265.8,7235.7,0.22071,0.21991,0.002323,0.002298,145.17,144.48
"527","12/12/2019",3.8475,3.8006,7251.9,7208.2,0.21997,0.21838,0.002316,0.002295,145.43,144.37
"528","12/11/2019",3.7931,3.7222,7272.4,7124.6,0.22254,0.21734,0.002324,0.002288,143.98,140
"529","12/10/2019",3.7864,3.7676,7277,7210.6,0.22357,0.2205,0.002313,0.002287,146.56,145.2
"530","12/09/2019",3.8001,3.7663,7400.3,7333.9,0.22525,0.22247,0.002309,0.002261,148.48,147
"531","12/08/2019",3.9212,3.8829,7553.5,7474.8,0.23015,0.22754,0.002299,0.002275,151.75,150.31
"532","12/07/2019",3.8617,3.8253,7517,7416.7,0.22787,0.22386,0.002312,0.002228,148.94,147.95
"533","12/06/2019",3.9415,3.8745,7595.7,7508.4,0.22793,0.22497,0.002342,0.002324,149.55,148.29
"534","12/05/2019",3.8059,3.7685,7435.4,7347.4,0.22397,0.22019,0.002355,0.002309,148.98,147.22
"535","12/04/2019",3.8404,3.7733,7340.7,7184,0.21612,0.21212,0.002304,0.002216,146.6,144.64
"536","12/03/2019",3.9153,3.7776,7292.2,7129.9,0.21953,0.21214,0.002298,0.00223,147.9,144.1
"537","12/02/2019",3.9757,3.8802,7389.4,7287.2,0.22169,0.2186,0.002332,0.002224,149.84,148.65
"538","12/01/2019",3.9858,3.9246,7433.8,7333.9,0.22611,0.22226,0.002366,0.002342,151.63,150.12
"539","11/30/2019",3.9727,3.8669,7546.5,7261,0.22556,0.21876,0.002824,0.00237,151.93,146.85
"540","11/29/2019",4.1007,4.035,7784,7729.9,0.23186,0.2288,0.002925,0.002872,155.19,153.19
"541","11/28/2019",3.9879,3.9255,7507.9,7412.3,0.22579,0.2227,0.002438,0.002417,152.9,150.64
"542","11/27/2019",3.9855,3.8734,7567.1,7479.1,0.22914,0.2237,0.002413,0.002364,154.68,151.86
"543","11/26/2019",3.9198,3.8283,7183.8,7081.1,0.22359,0.2182,0.002343,0.002312,148.46,144.75
"544","11/25/2019",3.9335,3.7796,7187.8,7083.1,0.21937,0.21379,0.002528,0.002454,148.29,144.5
